"ID","Name","Area","Region","Geomorphic type","Depth","Depth measurement","Data","aeme_file"
"LID 23681","Rotoroa",27.65,"Northland","Aeolian",4.08,"Measured","Minimal Data","LID23681"
"LID 23682","Lake Heather",8.32,"Northland","Aeolian",6.68,"Measured","Minimal Data","LID23682"
"LID 23691","Ngatu",51.63,"Northland","Aeolian",6.26,"Measured","Minimal Data","LID23691"
"LID 23721","Omapere",1205.74,"Northland","Volcanic",1.99,"Measured","No data","LID23721"
"LID 23862","LID 23862",19.57,"Northland","Riverine",18.83,"Predicted","No data","LID23862"
"LID 23863","Ora",2.45,"Northland","Riverine",8.96,"Predicted","No data","LID23863"
"LID 23986","LID 23986",5.06,"Northland","Riverine",8.39,"Predicted","No data","LID23986"
"LID 23994","Waro",4.11,"Northland","Aeolian",7.59,"Predicted","No data","LID23994"
"LID 24001","Tauanui",7.35,"Northland","Volcanic",14.5,"Predicted","No data","LID24001"
"LID 24010","LID 24010",5.37,"Northland","Riverine",7.17,"Predicted","No data","LID24010"
"LID 24015","Kaiwai",5.68,"Northland","Riverine",12.82,"Predicted","No data","LID24015"
"LID 24024","LID 24024",15.52,"Northland","Volcanic",14.88,"Predicted","No data","LID24024"
"LID 24039","Owhareiti",101.53,"Northland","Volcanic",18.99,"Predicted","No data","LID24039"
"LID 24271","Waingaro",20.56,"Northland","Aeolian",12.29,"Predicted","No data","LID24271"
"LID 24304","Manuwai",126.74,"Northland","Aeolian",11.96,"Predicted","No data","LID24304"
"LID 24313","LID 24313",6.81,"Northland","Aeolian",6.16,"Predicted","No data","LID24313"
"LID 24343","LID 24343",22.75,"Northland","Aeolian",6.36,"Predicted","No data","LID24343"
"LID 24351","LID 24351",8.33,"Northland","Aeolian",6.17,"Predicted","No data","LID24351"
"LID 24415","Waiporohita",6.86,"Northland","Aeolian",3.44,"Measured","Minimal Data","LID24415"
"LID 24422","Rotokawau",66.26,"Northland","Aeolian",6.69,"Predicted","No data","LID24422"
"LID 24423","LID 24423",23.51,"Northland","Aeolian",4.82,"Predicted","No data","LID24423"
"LID 24434","Waitahora",2.09,"Northland","Aeolian",4.93,"Predicted","No data","LID24434"
"LID 24477","Swan Lake",10.92,"Northland","Aeolian",8.4,"Predicted","No data","LID24477"
"LID 24481","LID 24481",5.8,"Northland","Aeolian",6.75,"Predicted","No data","LID24481"
"LID 24496","Lake Half",11.84,"Northland","Aeolian",6.77,"Predicted","No data","LID24496"
"LID 24511","Waihopo",3.47,"Northland","Aeolian",3.74,"Measured","Minimal Data","LID24511"
"LID 24592","LID 24592",13.17,"Northland","Aeolian",14.93,"Predicted","No data","LID24592"
"LID 24596","Bulrush Lake",5.63,"Northland","Aeolian",7.85,"Predicted","No data","LID24596"
"LID 24606","LID 24606",10.2,"Northland","Aeolian",31.37,"Predicted","No data","LID24606"
"LID 24619","Taeore",11.09,"Northland","Aeolian",5.6,"Predicted","No data","LID24619"
"LID 24620","Wahakari",83.88,"Northland","Aeolian",12.7,"Measured","Minimal Data","LID24620"
"LID 24621","Kihona",7.21,"Northland","Aeolian",13.38,"Predicted","No data","LID24621"
"LID 24628","Morehurehu",35.89,"Northland","Aeolian",14.81,"Measured","Minimal Data","LID24628"
"LID 24633","Te Kahika",14.47,"Northland","Aeolian",11.07,"Measured","Minimal Data","LID24633"
"LID 24682","LID 24682",6.31,"West Coast","Glacial",48.18,"Predicted","No data","LID24682"
"LID 24724","LID 24724",18.94,"West Coast","Glacial",62.62,"Predicted","No data","LID24724"
"LID 24725","LID 24725",7.89,"West Coast","Glacial",73.58,"Predicted","No data","LID24725"
"LID 24734","Lake Perrine",7.49,"West Coast","Landslide",21.88,"Predicted","No data","LID24734"
"LID 24746","LID 24746",22.55,"West Coast","Landslide",30.69,"Predicted","No data","LID24746"
"LID 24750","Lake Hanlon",12.63,"West Coast","Riverine",20.97,"Predicted","No data","LID24750"
"LID 24789","LID 24789",18.76,"Tasman","Landslide",27.95,"Predicted","No data","LID24789"
"LID 24795","Lake Jeanette",8.58,"Tasman","Glacial",32.19,"Predicted","No data","LID24795"
"LID 24805","Lake Marina",11.59,"West Coast","Landslide",50.06,"Predicted","No data","LID24805"
"LID 24806","Lake Phyllis",8.08,"West Coast","Landslide",66.18,"Predicted","No data","LID24806"
"LID 24848","Moonstone Lake",10.3,"West Coast","Landslide",26.84,"Predicted","No data","LID24848"
"LID 24906","LID 24906",9.17,"West Coast","Landslide",36.95,"Predicted","No data","LID24906"
"LID 24916","Lake Elmer",19.44,"West Coast","Landslide",33.2,"Predicted","No data","LID24916"
"LID 24917","Aorere",7.44,"Tasman","Glacial",49.96,"Predicted","No data","LID24917"
"LID 24923","Lake Jewell",31.65,"West Coast","Glacial",53.01,"Predicted","No data","LID24923"
"LID 24925","Rotopai",1.62,"West Coast","Glacial",48.73,"Predicted","No data","LID24925"
"LID 24927","Lake Barfoot",7.38,"West Coast","Landslide",42.71,"Predicted","No data","LID24927"
"LID 24932","Little Sylvester Lake",7.6,"Tasman","Glacial",31.69,"Predicted","No data","LID24932"
"LID 24937","Lake Henderson",14.08,"West Coast","Glacial",50.51,"Predicted","No data","LID24937"
"LID 24947","Lake Cobb",13.21,"Tasman","Glacial",47.78,"Predicted","No data","LID24947"
"LID 24949","Iron Lake",6.01,"Tasman","Glacial",NA,"Predicted","No data","LID24949"
"LID 24955","Diamond Lake",6,"Tasman","Glacial",36.38,"Predicted","No data","LID24955"
"LID 24960","Lake Lockett",27.35,"Tasman","Glacial",52.19,"Predicted","No data","LID24960"
"LID 24969","Cobb Reservoir",236.78,"Tasman","Dam",48.13,"Predicted","No data","LID24969"
"LID 24971","Lake Sylvester",27.71,"Tasman","Glacial",47.19,"Predicted","No data","LID24971"
"LID 24995","Island Lake",34.77,"West Coast","Glacial",52.96,"Predicted","No data","LID24995"
"LID 25000","LID 25000",6.32,"Tasman","Glacial",NA,"Predicted","No data","LID25000"
"LID 25002","Lake Stanley",73.29,"Tasman","Landslide",47.52,"Predicted","No data","LID25002"
"LID 25006","LID 25006",6.88,"Tasman","Glacial",46.19,"Predicted","No data","LID25006"
"LID 25008","Lake Lindsay",5.67,"Tasman","Glacial",44.11,"Predicted","No data","LID25008"
"LID 25024","Boulder Lake",44.36,"Tasman","Glacial",39.45,"Predicted","No data","LID25024"
"LID 25044","Lake Chalice",42.47,"Marlborough","Landslide",46.91,"Predicted","No data","LID25044"
"LID 25212","Lake Guyon",62.59,"Canterbury","Landslide",52.66,"Predicted","No data","LID25212"
"LID 25245","LID 25245",7.3,"Southland","Shoreline",6.59,"Predicted","No data","LID25245"
"LID 25247","LID 25247",7.03,"Southland","Shoreline",5.34,"Predicted","No data","LID25247"
"LID 25432","Timara",1.45,"Marlborough","Dam",8.79,"Predicted","No data","LID25432"
"LID 25485","LID 25485",7.75,"Marlborough","Shoreline",4.82,"Predicted","No data","LID25485"
"LID 25492","LID 25492",11.03,"Marlborough","Shoreline",4.63,"Predicted","No data","LID25492"
"LID 25519","Otuhie",84.56,"Tasman","Landslide",23.18,"Predicted","No data","LID25519"
"LID 25748","LID 25748",15.25,"Tasman","Shoreline",9.06,"Predicted","No data","LID25748"
"LID 25765","Druggans Dam",17.3,"Tasman","Dam",13.13,"Predicted","No data","LID25765"
"LID 25789","Kaihoka W",5.27,"Tasman","Shoreline",14.53,"Predicted","No data","LID25789"
"LID 25790","Kaihoka  E",6.75,"Tasman","Shoreline",13.53,"Predicted","No data","LID25790"
"LID 25972","Mata Kopae",16.11,"Canterbury","Dam",1.14,"Measured","Minimal Data","LID25972"
"LID 25994","Rotorua",43.21,"Canterbury","Riverine",16.16,"Predicted","Minimal Data","LID25994"
"LID 25998","Rotoiti",2.45,"Canterbury","Riverine",16.89,"Predicted","No data","LID25998"
"LID 26026","LID 26026",13.41,"Southland","Glacial",33.54,"Predicted","No data","LID26026"
"LID 26031","Mouat",85.27,"Southland","Glacial",17,"Measured","No data","LID26031"
"LID 26036","Poteriteri",4439.14,"Southland","Glacial",176.52,"Predicted","No data","LID26036"
"LID 26041","LID 26041",5.66,"Southland","Glacial",43.2,"Predicted","No data","LID26041"
"LID 26044","LID 26044",7.69,"Southland","Glacial",61.81,"Predicted","No data","LID26044"
"LID 26045","LID 26045",20.19,"Southland","Glacial",50.86,"Predicted","No data","LID26045"
"LID 26051","Lake Cadman",213.06,"Southland","Glacial",57.17,"Predicted","No data","LID26051"
"LID 26052","LID 26052",35.23,"Southland","Glacial",57.46,"Predicted","No data","LID26052"
"LID 26057","LID 26057",18.16,"Southland","Glacial",33.11,"Predicted","No data","LID26057"
"LID 26085","LID 26085",25.43,"Southland","Glacial",NA,"Predicted","No data","LID26085"
"LID 26099","LID 26099",13.34,"Southland","Glacial",NA,"Predicted","No data","LID26099"
"LID 26111","Hauroko",7215.13,"Southland","Glacial",462,"Measured","No data","LID26111"
"LID 26316","LID 26316",5.88,"Canterbury","Glacial",9.46,"Predicted","No data","LID26316"
"LID 26348","Little Lake",7.97,"Canterbury","Riverine",13.06,"Predicted","No data","LID26348"
"LID 26357","Lake Daniells",78.22,"West Coast","Landslide",57.12,"Predicted","No data","LID26357"
"LID 26384","LID 26384",5.79,"West Coast","Glacial",NA,"Predicted","No data","LID26384"
"LID 26410","LID 26410",6.51,"Canterbury","Glacial",NA,"Predicted","No data","LID26410"
"LID 26477","Lake Tennyson",232.38,"Canterbury","Glacial",58.62,"Measured","No data","LID26477"
"LID 26478","Princess Bath",6.11,"Canterbury","Glacial",NA,"Predicted","No data","LID26478"
"LID 26484","Lake Thompson",6.64,"Canterbury","Glacial",NA,"Predicted","No data","LID26484"
"LID 26502","Lake Ella",5.99,"Tasman","Glacial",NA,"Predicted","No data","LID26502"
"LID 26514","Lake Constance",88.39,"Tasman","Glacial",67.58,"Predicted","No data","LID26514"
"LID 26876","LID 26876",5.47,"Tasman","Landslide",34.34,"Predicted","No data","LID26876"
"LID 26887","Rotoroa",2359.81,"Tasman","Glacial",145,"Measured","No data","LID26887"
"LID 26896","Hinapouri",4.3,"Tasman","Glacial",NA,"Predicted","No data","LID26896"
"LID 26901","Lake Angelus",18.98,"Tasman","Glacial",NA,"Predicted","No data","LID26901"
"LID 27286","Lake Mcrae",65.71,"Marlborough","Glacial",46.92,"Predicted","No data","LID27286"
"LID 27332","Paraumu Tarn",5.38,"Tasman","Glacial",NA,"Predicted","No data","LID27332"
"LID 27558","Island Lake",15.97,"Marlborough","Glacial",15.08,"Predicted","No data","LID27558"
"LID 27560","Lake Sedgemere",6.57,"Marlborough","Glacial",14.12,"Predicted","No data","LID27560"
"LID 27564","Fish Lake",10.59,"Marlborough","Glacial",22.54,"Predicted","No data","LID27564"
"LID 27565","LID 27565",6.33,"Marlborough","Glacial",16.2,"Predicted","No data","LID27565"
"LID 27566","Bowscale Tarn",25.42,"Marlborough","Glacial",23.81,"Predicted","No data","LID27566"
"LID 27762","Rotoiti",963.7,"Tasman","Glacial",89.17,"Measured","No data","LID27762"
"LID 27936","Lake Elterwater",51.11,"Marlborough","Riverine",4.27,"Predicted","No data","LID27936"
"LID 28066","Lake Grassmere",698.2,"Marlborough","Shoreline",7.03,"Predicted","No data","LID28066"
"LID 28162","Argyle Pond",19.75,"Marlborough","Dam",18.69,"Predicted","No data","LID28162"
"LID 28197","Lake Jasper",5.45,"Marlborough","Dam",8.42,"Predicted","No data","LID28197"
"LID 28343","Double Lakes",5.16,"Southland","Peat",12.9,"Predicted","No data","LID28343"
"LID 28383","Lake Hector",55.25,"Southland","Glacial",33.73,"Predicted","No data","LID28383"
"LID 28385","Lake Dobson",5.59,"Southland","Shoreline",22.51,"Predicted","No data","LID28385"
"LID 28390","LID 28390",8.57,"Southland","Glacial",21.46,"Predicted","No data","LID28390"
"LID 28394","Lake Esau",5.5,"Southland","Shoreline",25.48,"Predicted","No data","LID28394"
"LID 28401","Lake Fraser",192.18,"Southland","Glacial",NA,"Predicted","No data","LID28401"
"LID 28402","LID 28402",22.44,"Southland","Glacial",NA,"Predicted","No data","LID28402"
"LID 28403","Lake Rimmer",22.21,"Southland","Glacial",40.27,"Predicted","No data","LID28403"
"LID 28408","Lake Macathur",64.21,"Southland","Glacial",42.02,"Predicted","No data","LID28408"
"LID 28417","LID 28417",5.04,"Southland","Glacial",29.92,"Predicted","No data","LID28417"
"LID 28419","LID 28419",7.96,"Southland","Glacial",26.76,"Predicted","No data","LID28419"
"LID 28438","LID 28438",16.66,"Southland","Glacial",51.35,"Predicted","No data","LID28438"
"LID 28478","Kirirua",26.36,"Southland","Glacial",NA,"Predicted","No data","LID28478"
"LID 28483","Lake Forster",10.58,"Southland","Glacial",NA,"Predicted","No data","LID28483"
"LID 28489","LID 28489",50.86,"Southland","Glacial",79.59,"Predicted","No data","LID28489"
"LID 28490","LID 28490",16.4,"Southland","Glacial",52.43,"Predicted","No data","LID28490"
"LID 28492","LID 28492",15.49,"Southland","Glacial",36.93,"Predicted","No data","LID28492"
"LID 28495","LID 28495",72.53,"Southland","Glacial",77.6,"Predicted","No data","LID28495"
"LID 28497","LID 28497",11.7,"Southland","Glacial",78.91,"Predicted","No data","LID28497"
"LID 28500","LID 28500",8.41,"Southland","Shoreline",NA,"Predicted","No data","LID28500"
"LID 28503","LID 28503",5.73,"Southland","Shoreline",28.94,"Predicted","No data","LID28503"
"LID 28532","Lake Innes",70.8,"Southland","Glacial",45,"Predicted","No data","LID28532"
"LID 28543","Lake George",91.1,"Southland","Shoreline",1.1,"Measured","Minimal Data","LID28543"
"LID 28546","LID 28546",6.54,"Southland","Shoreline",16.61,"Predicted","No data","LID28546"
"LID 28611","Kiwi",65.06,"Southland","Glacial",48.59,"Predicted","No data","LID28611"
"LID 28614","LID 28614",6.72,"Southland","Glacial",42.72,"Predicted","No data","LID28614"
"LID 28624","Hakapoua",532.24,"Southland","Glacial",78.96,"Predicted","No data","LID28624"
"LID 28630","LID 28630",7.26,"Southland","Glacial",57.97,"Predicted","No data","LID28630"
"LID 28652","LID 28652",19.88,"Southland","Glacial",43.11,"Predicted","No data","LID28652"
"LID 28704","LID 28704",7.5,"Southland","Glacial",25.89,"Predicted","No data","LID28704"
"LID 28708","Lake Monk",204.85,"Southland","Glacial",69.36,"Predicted","No data","LID28708"
"LID 28712","LID 28712",7.69,"Southland","Glacial",46.71,"Predicted","No data","LID28712"
"LID 28716","LID 28716",7.51,"Southland","Glacial",39.85,"Predicted","No data","LID28716"
"LID 28722","LID 28722",39.39,"Southland","Glacial",64.58,"Predicted","No data","LID28722"
"LID 28734","LID 28734",15.66,"Southland","Glacial",39.88,"Predicted","No data","LID28734"
"LID 28737","LID 28737",16.41,"Southland","Glacial",65.48,"Predicted","No data","LID28737"
"LID 28757","LID 28757",25.74,"Southland","Glacial",44.23,"Predicted","No data","LID28757"
"LID 28766","LID 28766",9.77,"Southland","Glacial",57.39,"Predicted","No data","LID28766"
"LID 28817","Lake Victor",87.62,"Southland","Glacial",60.85,"Predicted","No data","LID28817"
"LID 28835","Lake Widgeon",174.24,"Southland","Glacial",59,"Predicted","No data","LID28835"
"LID 28849","LID 28849",18.23,"Southland","Peat",20.93,"Predicted","No data","LID28849"
"LID 28854","LID 28854",12.44,"Southland","Glacial",56.76,"Predicted","No data","LID28854"
"LID 28856","LID 28856",21.98,"Southland","Glacial",28.04,"Predicted","No data","LID28856"
"LID 28867","Lake Carrick",64.46,"Southland","Glacial",41.18,"Predicted","No data","LID28867"
"LID 28870","LID 28870",5.44,"Southland","Glacial",50.82,"Predicted","No data","LID28870"
"LID 28876","LID 28876",29.14,"Southland","Glacial",62.67,"Predicted","No data","LID28876"
"LID 28879","Lake Purser",75.43,"Southland","Glacial",57.68,"Predicted","No data","LID28879"
"LID 28882","LID 28882",6.41,"Southland","Riverine",40.59,"Predicted","No data","LID28882"
"LID 28885","LID 28885",9.7,"Southland","Glacial",58.29,"Predicted","No data","LID28885"
"LID 28907","LID 28907",29.85,"Southland","Glacial",48.18,"Predicted","No data","LID28907"
"LID 28912","LID 28912",6.34,"Southland","Glacial",61.08,"Predicted","No data","LID28912"
"LID 28914","LID 28914",14.98,"Southland","Glacial",70.32,"Predicted","No data","LID28914"
"LID 28915","LID 28915",17.32,"Southland","Glacial",48.67,"Predicted","No data","LID28915"
"LID 28923","LID 28923",19.39,"Southland","Glacial",64.31,"Predicted","No data","LID28923"
"LID 28924","Prong Lake",15.17,"Southland","Glacial",37.77,"Predicted","No data","LID28924"
"LID 28936","LID 28936",5.12,"Southland","Glacial",49.46,"Predicted","No data","LID28936"
"LID 28937","LID 28937",46.46,"Southland","Glacial",64.52,"Predicted","No data","LID28937"
"LID 28942","Lake Mike",47.67,"Southland","Glacial",46.53,"Predicted","No data","LID28942"
"LID 28945","LID 28945",23.68,"Southland","Glacial",NA,"Predicted","No data","LID28945"
"LID 28948","LID 28948",8.23,"Southland","Glacial",49.5,"Predicted","No data","LID28948"
"LID 28958","LID 28958",10.98,"Southland","Glacial",28.05,"Predicted","No data","LID28958"
"LID 28983","LID 28983",6.95,"Southland","Glacial",NA,"Predicted","No data","LID28983"
"LID 28989","LID 28989",53.37,"Southland","Glacial",51.53,"Predicted","No data","LID28989"
"LID 28998","LID 28998",16.19,"Southland","Glacial",NA,"Predicted","No data","LID28998"
"LID 29007","LID 29007",14.32,"Southland","Glacial",NA,"Predicted","No data","LID29007"
"LID 29021","LID 29021",12.59,"Southland","Glacial",NA,"Predicted","No data","LID29021"
"LID 29024","LID 29024",13.77,"Southland","Glacial",31.63,"Predicted","No data","LID29024"
"LID 29031","Kakapo",39.63,"Southland","Glacial",34.64,"Predicted","No data","LID29031"
"LID 29041","LID 29041",9.6,"Southland","Glacial",65.56,"Predicted","No data","LID29041"
"LID 29043","LID 29043",52.57,"Southland","Glacial",66.9,"Predicted","No data","LID29043"
"LID 29070","Sphinx Lake",58.65,"Southland","Glacial",59.05,"Predicted","No data","LID29070"
"LID 29072","LID 29072",7.49,"Southland","Glacial",52.02,"Predicted","No data","LID29072"
"LID 29073","Lake Hay",26.65,"Southland","Glacial",NA,"Predicted","No data","LID29073"
"LID 29089","LID 29089",6.29,"Southland","Glacial",NA,"Predicted","No data","LID29089"
"LID 29098","LID 29098",6.21,"Southland","Glacial",NA,"Predicted","No data","LID29098"
"LID 29100","LID 29100",8.07,"Southland","Glacial",NA,"Predicted","No data","LID29100"
"LID 29104","Lake Jaquiery",10.47,"Southland","Glacial",NA,"Predicted","No data","LID29104"
"LID 29122","LID 29122",6.21,"Southland","Glacial",NA,"Predicted","No data","LID29122"
"LID 29124","LID 29124",11.39,"Southland","Glacial",NA,"Predicted","No data","LID29124"
"LID 29224","LID 29224",6.95,"Southland","Glacial",NA,"Predicted","No data","LID29224"
"LID 29244","Monowai",3204.28,"Southland","Glacial",161,"Measured","No data","LID29244"
"LID 29250","Island Lake",42.02,"Southland","Glacial",31.17,"Predicted","No data","LID29250"
"LID 29253","LID 29253",11.96,"Southland","Glacial",NA,"Predicted","No data","LID29253"
"LID 29254","Green Lake",484.74,"Southland","Glacial",72.8,"Predicted","No data","LID29254"
"LID 29417","LID 29417",8.84,"Southland","Shoreline",40.58,"Predicted","No data","LID29417"
"LID 29439","LID 29439",9.77,"Southland","Glacial",NA,"Predicted","No data","LID29439"
"LID 29444","LID 29444",16.47,"Southland","Glacial",66.81,"Predicted","No data","LID29444"
"LID 29473","LID 29473",5.15,"Southland","Glacial",NA,"Predicted","No data","LID29473"
"LID 29474","LID 29474",10.85,"Southland","Glacial",NA,"Predicted","No data","LID29474"
"LID 29489","Moose Lake",8.95,"Southland","Landslide",48.64,"Predicted","No data","LID29489"
"LID 29490","Shy Lake",48.34,"Southland","Glacial",55.24,"Predicted","No data","LID29490"
"LID 29496","LID 29496",22.45,"Southland","Glacial",32.29,"Predicted","No data","LID29496"
"LID 29503","LID 29503",17,"Southland","Glacial",60.35,"Predicted","No data","LID29503"
"LID 29504","LID 29504",9.18,"Southland","Glacial",56.06,"Predicted","No data","LID29504"
"LID 29511","LID 29511",5.15,"Southland","Glacial",NA,"Predicted","No data","LID29511"
"LID 29519","LID 29519",5.42,"Southland","Glacial",NA,"Predicted","No data","LID29519"
"LID 29540","LID 29540",10.66,"Southland","Glacial",NA,"Predicted","No data","LID29540"
"LID 29541","Jane Lake",8.66,"Southland","Glacial",NA,"Predicted","No data","LID29541"
"LID 29547","Loch Maree",48.64,"Southland","Landslide",47.86,"Predicted","No data","LID29547"
"LID 29553","LID 29553",5.26,"Southland","Glacial",NA,"Predicted","No data","LID29553"
"LID 29554","LID 29554",7.16,"Southland","Glacial",NA,"Predicted","No data","LID29554"
"LID 29579","Lake Horizon",15.28,"Southland","Glacial",NA,"Predicted","No data","LID29579"
"LID 29596","Lake Roe",19.24,"Southland","Glacial",NA,"Predicted","No data","LID29596"
"LID 29614","Lake Bright",18.14,"Southland","Glacial",NA,"Predicted","No data","LID29614"
"LID 29644","Lake Story",26.59,"Southland","Glacial",NA,"Predicted","No data","LID29644"
"LID 29670","LID 29670",6.18,"Southland","Glacial",NA,"Predicted","No data","LID29670"
"LID 29673","LID 29673",21.48,"Southland","Glacial",NA,"Predicted","No data","LID29673"
"LID 29679","LID 29679",27.95,"Southland","Glacial",NA,"Predicted","No data","LID29679"
"LID 29681","LID 29681",15.89,"Southland","Glacial",NA,"Predicted","No data","LID29681"
"LID 29688","LID 29688",75.06,"Southland","Glacial",NA,"Predicted","No data","LID29688"
"LID 29724","LID 29724",7.81,"Southland","Glacial",NA,"Predicted","No data","LID29724"
"LID 29727","LID 29727",12.28,"Southland","Glacial",59.04,"Predicted","No data","LID29727"
"LID 29728","LID 29728",29.41,"Southland","Glacial",NA,"Predicted","No data","LID29728"
"LID 29729","LID 29729",25.14,"Southland","Glacial",67.12,"Predicted","No data","LID29729"
"LID 29748","Gair Loch",10.53,"Southland","Riverine",44.6,"Predicted","No data","LID29748"
"LID 29755","LID 29755",6.59,"Southland","Glacial",57.76,"Predicted","No data","LID29755"
"LID 29790","LID 29790",7.93,"Southland","Glacial",NA,"Predicted","No data","LID29790"
"LID 29810","LID 29810",11.8,"Southland","Glacial",NA,"Predicted","No data","LID29810"
"LID 29821","Lake St Patrick",31.36,"Southland","Glacial",47.98,"Predicted","No data","LID29821"
"LID 29858","LID 29858",30.11,"Southland","Glacial",64.9,"Predicted","No data","LID29858"
"LID 29907","LID 29907",9.24,"Southland","Glacial",21.22,"Predicted","No data","LID29907"
"LID 29917","Pyramid Lake",13.4,"Southland","Glacial",43.65,"Predicted","No data","LID29917"
"LID 29938","LID 29938",22.09,"Southland","Glacial",54.43,"Predicted","No data","LID29938"
"LID 29956","Shallow Lake",13.09,"Southland","Glacial",NA,"Predicted","No data","LID29956"
"LID 29958","LID 29958",6.76,"Southland","Riverine",NA,"Predicted","No data","LID29958"
"LID 29962","LID 29962",9.96,"Southland","Glacial",NA,"Predicted","No data","LID29962"
"LID 30017","LID 30017",14.99,"Southland","Glacial",65.5,"Predicted","No data","LID30017"
"LID 30038","LID 30038",7.44,"Southland","Glacial",NA,"Predicted","No data","LID30038"
"LID 30276","LID 30276",16.37,"Southland","Glacial",6.63,"Predicted","No data","LID30276"
"LID 30278","LID 30278",23.23,"Southland","Glacial",9.74,"Predicted","No data","LID30278"
"LID 30344","LID 30344",14.77,"Southland","Glacial",NA,"Predicted","No data","LID30344"
"LID 30345","LID 30345",8.81,"Southland","Glacial",NA,"Predicted","No data","LID30345"
"LID 30380","Rakatu",130.75,"Southland","Glacial",28.5,"Predicted","No data","LID30380"
"LID 30487","Lake Sheila",14.17,"Southland","Peat",15.51,"Predicted","No data","LID30487"
"LID 30516","LID 30516",11.12,"Southland","Glacial",55.09,"Predicted","No data","LID30516"
"LID 30517","LID 30517",6.52,"Southland","Glacial",52.21,"Predicted","No data","LID30517"
"LID 30810","Murihiku",4.09,"Southland","Dam",5.42,"Predicted","No data","LID30810"
"LID 30812","Big Lagoon",16.59,"Southland","Shoreline",8.96,"Predicted","No data","LID30812"
"LID 30838","LID 30838",5.05,"Southland","Riverine",4.95,"Predicted","No data","LID30838"
"LID 30970","LID 30970",8.12,"Southland","Shoreline",17.09,"Predicted","No data","LID30970"
"LID 31265","LID 31265",6.98,"Southland","Dam",16,"Predicted","No data","LID31265"
"LID 31749","Mahangaiti",1.4,"Manawatū-Whanganui","Riverine",7.28,"Predicted","No data","LID31749"
"LID 32287","Purimu",16.89,"Hawke's Bay","Dam",5.31,"Predicted","No data","LID32287"
"LID 32427","Pohue",5.37,"Hawke's Bay","Dam",15.07,"Predicted","No data","LID32427"
"LID 32466","LID 32466",5.06,"Hawke's Bay","Riverine",10.44,"Predicted","No data","LID32466"
"LID 32478","Opouahi",5.85,"Hawke's Bay","Riverine",15.93,"Predicted","Limited and Irregular","LID32478"
"LID 32639","LID 32639",9.4,"Hawke's Bay","Riverine",4.9,"Predicted","No data","LID32639"
"LID 32805","Hatuma",153.09,"Hawke's Bay","Tectonic",NA,"Predicted","No data","LID32805"
"LID 33287","LID 33287",5.03,"Hawke's Bay","Dam",4.67,"Predicted","No data","LID33287"
"LID 33309","Long Range Lake",10.96,"Hawke's Bay","Tectonic",NA,"Predicted","No data","LID33309"
"LID 33834","LID 33834",10.73,"Hawke's Bay","Dam",7.99,"Predicted","No data","LID33834"
"LID 34051","Kokopunui (Lake Colenso)",3.48,"Manawatū-Whanganui","Landslide",14.17,"Predicted","No data","LID34051"
"LID 34299","LID 34299",42.98,"West Coast","Dam",23.85,"Predicted","No data","LID34299"
"LID 34599","LID 34599",6.02,"Hawke's Bay","Shoreline",7.64,"Predicted","No data","LID34599"
"LID 34663","Te Paeroa",60.63,"Hawke's Bay","Shoreline",4.36,"Predicted","No data","LID34663"
"LID 34665","Whakaki",476.27,"Hawke's Bay","Shoreline",9.54,"Predicted","Minimal Data","LID34665"
"LID 34666","LID 34666",6.57,"Hawke's Bay","Shoreline",6.71,"Predicted","No data","LID34666"
"LID 34668","LID 34668",9.15,"Hawke's Bay","Shoreline",12.26,"Predicted","No data","LID34668"
"LID 34688","LID 34688",23.92,"Gisborne","Dam",26.66,"Predicted","No data","LID34688"
"LID 34689","LID 34689",15.39,"Gisborne","Dam",24.81,"Predicted","No data","LID34689"
"LID 34690","LID 34690",6.03,"Gisborne","Dam",17.23,"Predicted","No data","LID34690"
"LID 35422","Horseshoe Lake",31.03,"Hawke's Bay","Tectonic",NA,"Predicted","No data","LID35422"
"LID 35606","LID 35606",8.08,"Hawke's Bay","Riverine",4.91,"Predicted","No data","LID35606"
"LID 35646","LID 35646",6.52,"Hawke's Bay","Dam",11.63,"Predicted","No data","LID35646"
"LID 35662","Poukawa",103.7,"Hawke's Bay","Tectonic",1,"Measured","No data","LID35662"
"LID 35974","LID 35974",6.58,"West Coast","Glacial",56.94,"Predicted","No data","LID35974"
"LID 35975","LID 35975",6.53,"West Coast","Glacial",NA,"Predicted","No data","LID35975"
"LID 36046","Catlins Lake",432.14,"Otago","Shoreline",12.22,"Predicted","No data","LID36046"
"LID 36096","Oingo Lake",85.3,"Hawke's Bay","Riverine",7.89,"Predicted","Minimal Data","LID36096"
"LID 36215","Runanga",110.72,"Hawke's Bay","Riverine",11.22,"Predicted","Minimal Data","LID36215"
"LID 36285","Hurimoana",20.21,"Hawke's Bay","Peat",4.05,"Predicted","No data","LID36285"
"LID 36314","Kautuku",10.38,"Hawke's Bay","Peat",8.31,"Predicted","No data","LID36314"
"LID 36315","Potaka",2.45,"Hawke's Bay","Riverine",11.6,"Predicted","No data","LID36315"
"LID 36343","LID 36343",6.95,"Hawke's Bay","Shoreline",8.02,"Predicted","No data","LID36343"
"LID 36741","The Lakes",5.16,"Hawke's Bay","Dam",12.77,"Predicted","No data","LID36741"
"LID 36742","LID 36742",8.62,"Hawke's Bay","Dam",20.04,"Predicted","No data","LID36742"
